sentence_id	sentence	sentence_domain	source
442547265a5688ef2f5effbb49a8ef34727048413d54655abd72cc409a278f0a	"""Raz rzekł bez powodu."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
4439ab15996cb3bfc913ab2ae9d53ba0c592d4325badba698f4d9cbe4b430666	"""Kmicic począł śpiewać:  „Patrzy dziewczyna, patrzy ze dworu,  „Na bujne pola!"""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
443d615ce4dc31ec38683335c42db7c8761638b79c6eb35ae6b8f1cc3146c318	Woła i kona, łzy z oczu leje,		https://pl.wikisource.org/wiki/Ani%C3%B3%C5%82_Str%C3%B3%C5%BC/Wisi_na_krzy%C5%BCu
44407c1d333bf9cc7937da0ff72bf7f9dd6ec9d360c024ae029a8233c5c2d762	"""Bale, rauty, koncerta, stroje... Co ona kochała?..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
4443a62b75e76974bf3efbf980fe4cad4a15595901d2a3daf9040d9571a96206	"""Teraz właśnie w modzie są mydełka pachnące."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
444567d43852563ce6ffae7823e9c4872f08f7addae8c0f8b4dad7d45af3317a	"""Wokulski uczuł niepokój."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
444837c7e1e2bd13af4d55749a06786e802ab739d2e5502a62da08e374901644	"""Chciej mi objawić kraj twój albo imie."""		https://pl.wikisource.org/wiki/Boska_Komedia_(Stanis%C5%82awski)/ca%C5%82o%C5%9B%C4%87
444ae139f964e93f668b247ed7a9c99be10694199f1b171ab66f00a902567bb1	"""Czy państwo znają tę książkę: Dziwne Przygody kilku Marynarzy?"""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
44515dc5a3f0516a8eb5924515b2a795dd34ee0bd234fe39355d3a7e7470c1ac	"""Powody tkwiły w ich charakterach."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
4452ed5e15a96f101ab434fea4dd5c687abf1e053554d8fcc3b83d2f1a2d9185	"""Jej wielbiciel był tak wzruszony, że pobladł i posiniały mu usta."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
445908a7df58da2b0715628c661de627fa9679718d39b5390dd357809ce431f2	"""Tak mości wicehrabio, broń się!"""		https://pl.wikisource.org/wiki/Benvenuto_Cellini_(1893)/Tom_III
446552ba1d5690b7eaa22cd7526505808fb365bbd4ebce9227b22a79557963e4	"""Wrócił po chwili i znowu rzucał jakieś wyrazy."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
4465f09b9d48e2ddd4bbf02ec4262720d7fa4bdfecb1743fb6ab31f442543f60	Kuchni		own
446a6d4cab39624ec7ad7a406438d79da1861be0448748a947fedeb58bf8265c	Lecz zdaje mi się, że jesteś pan w towarzystwie przyjaciela?		https://pl.wikisource.org/wiki/Dama_kameliowa/VIII
446cee012b72449b21a37e4924f23d635fadd258573f1ac86c466e7972937c4a	"""Raz spuszcza dzikiego psa z łańcucha, coby jak nic pożarł ludzi!"""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
44743019c7dd534c4abc9f16104643f0103253d12328f799c9f1dc997e9ff38e	"""Dostał ich na urodziny i zaraz ustawił w bojowym szyku na stole."""		https://pl.wikisource.org/wiki/Czerwony_Kapturek_i_inne_bajki/ca%C5%82o%C5%9B%C4%87
447492c804d7f99ecbae1cca28ac7812aa27ca14d9f506bfc13a0f82ab5a02fb	"""Grób w naszym kościele będzie cudowny."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
4474cc1658ce29c31d0c2f78ccf693e6803bedaddca3e2729113f809efc81442	"""On stał zmaltretowany."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
447bad632508022b81839bd59e30a2de600c9ecf1bf5b1e77f57a645cccd8ab1	"""Lecz nie doczekał odpowiedzi, gdyż w tej chwili śpiew ustał."""		https://pl.wikisource.org/wiki/Krzy%C5%BCacy/ca%C5%82o%C5%9B%C4%87
447d278403610dba7836cd5440316197f44477a670acd8370cae8531370213e1	"""Chwała Bogu, żeś waćpan przyjechał."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
4480fb8e3bef4906c99cfafbd613eeeb37296b23393f0f3449ae60096f5553f7	"""Czuła duszność w gardle i zamęt, zamęt."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
448e8ec202543b112477e3a3f180996933e08d056aa6dffd033d6b35fd4a1c3f	"""Każdy z nich załatwiał w tej sprawie jakiś rachunek z Judymem."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
44a3928ad63bf11e8bf2d7f21530f617f8b286962c6d23e2c5778e1cb00b4a7d	"""Każda z osób przypatrywała się na swoją modłę lichym płótnom niższego piętra."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
44b20b3751218e9fc1cc04220c65e56ca1c74d8c70bab5dad66c645c444fddb5	"""I to są właśnie ludzie, z których ja się wywodzę!"""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
44b2f0f7d61b2d85aed04d8de745b3d76cf5ebbeafc1d24fc25ba0ed8a532dc9	"""Na szable ich!..."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
44b87b39ae1d7eec578c7845f8284ca1ffab777ba2e89c940d4a527e6780bf1f	"""Tuśmy dół wykopali i na grobie starego psiska posadziliśmy gałąź rokiciny."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
44bcb7eeac47db312edd3eabf19ea67dbf4b0de575f460bebfa08f0ae096ae36	"""Muzyka grała galopadę z opery: Gustaw."""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
44bf1a01c082ca72933c79a51c1c234d304c2019b2671dbef847191b19650653	"""Czułam jego osobę, mimo żem nie podnosiła oczu."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
44c100b972dacddd4850bef199088f15974f62ef4eb4b1fc82f3623759b83833	"""Konie ruszyły i noga za nogą, wolniuteńko zstępowały ze wzgórza."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
44c8e41f4f0abbd981806719c2b49c1c0c06a955ac5f7235603a8ba7908b5688	"""Dach zawalił się z łoskotem."""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
44cc8728a39c31342c0042ee093d66238d4b8f1c4304860bdc11558aaf0aa6b9	"""I to taka, że no!"""		https://pl.wikisource.org/wiki/Kr%C3%B3l_Maciu%C5%9B_na_wyspie_bezludnej/ca%C5%82o%C5%9B%C4%87
44ce45fd9822046fb099e3dd90c5996383d373f1ff833b9e4393e043e16dde90	"""Nagle, chcąc zapalić papierosa, potarł zapałkę i oświetlił cały brek, najlepiej zaś Starskiego."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
44f040a2603677a54de88a2ecbb2da939ea93ab0331dd2522f3b167023a587ae	procent		own
44f1cf985464b3e4c29b8402812ef30cf64ccf0b10189ccfd2265e465e9e8478	"""I cóżem ja winien,  Że życie twoje było zbrodni pełne?"""		https://pl.wikisource.org/wiki/Boska_Komedia_(Stanis%C5%82awski)/ca%C5%82o%C5%9B%C4%87
44f6ea9f0822e89c575bc9f79c72401d69624924118a3ea09f647107bce137a9	"""Pan Ignacy spuścił oczy i umilkł."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
44f89c37e5fc7dccc6a8975683c44058a3089e3f72708f22707003ac5b467d59	"""Ale panna Natalia i Karbowski tego nie widzieli."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
44fd4a39b65307e1c284ae4638ad2697b1643a3beef03c5fc266655b410eaabe	"""I wybrał Maciuś niewielką fabrykę na krańcach miasta."""		https://pl.wikisource.org/wiki/Kr%C3%B3l_Maciu%C5%9B_na_wyspie_bezludnej/ca%C5%82o%C5%9B%C4%87
45007da42bf6abe7bc045ba5e4576aad5b1e124abd3eff65fa3aa6b64463258e	"""Wybaczono Maciusiowi wszystko."""		https://pl.wikisource.org/wiki/Kr%C3%B3l_Maciu%C5%9B_na_wyspie_bezludnej/ca%C5%82o%C5%9B%C4%87
4503b1da613850e1c456b953f8f173e464aa3d02029f0fdfe2edc28470e1c045	"""No więc dobrze."""		https://pl.wikisource.org/wiki/Kr%C3%B3l_Maciu%C5%9B_na_wyspie_bezludnej/ca%C5%82o%C5%9B%C4%87
4505b0e2a327f4784c48d17803fb48b4a3d68a319af4ccda0a84aa14e9959f98	"""Dzikie chmury iskrą czerwoną zapalały jej głębie śpiewające."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
4511f6a0b377ac573c9e66a350cff7179288e57325d23ad9956af4ccf7ceb0d4	"""On nie ma w domu takiego dobrego wuja, jak ja ciebie!"""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
451de79f42abbb0bcfd66e39757affa4a6114751ff537e031dee0b81d9003b52	"""Wyjrzała oknem i ze zdziwieniem zaczęła dostrzegać okolicę."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
45254bfdda50f5352b4acdae257c14ef3ec25efc5375078f28ed671d36cf1da8	"""Możem ja nie dobry?"""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
4534560f6fb39cb8536809adfed936e8994892d579a5b3ecb684f6157c3ae31e	"""Biegnę i wracam za chwilę..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
4536e707c914abcbed2070068199b7dc33fbbae459766cea40614f7a79c6de00	"""Ten dług przeklęty..."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
45489cf9fd249b65f6795e80080a324ecdb2229baadeed31bce13fa01b89de3e	"""Ach, jakżeby dobrze było zaświecić zapałkę."""		https://pl.wikisource.org/wiki/Czerwony_Kapturek_i_inne_bajki/ca%C5%82o%C5%9B%C4%87
455bec565be6aa972868ec64532423232e617bb4af49c6fbdcd94df90525e990	Niechaj ktoś zrobi coś.		I have created these sentences myself and to the extent possible under law, I have dedicated all copyright and related and neighboring rights to these sentences to the public domain worldwide, using the the CC0 Public Domain Dedication (https://creativecommons.org/publicdomain/zero/1.0/).
4560a26e9f07d5074eadd14c4244b4a7786b182932b1266bd09eeff765134697	"""Nikt z nim na swojem nie postawi..."""		https://pl.wikisource.org/wiki/Krzy%C5%BCacy/ca%C5%82o%C5%9B%C4%87
456b8464769f2fabd38ab1f979de4cbbd592be50a9d935fd5d4732b62c132f0a	Przewodniczący Polskiego Komitetu Wyzwolenia Narodowego: Edward Bolesław Osóbka-Morawski		https://pl.wikisource.org/wiki/Dekret_Polskiego_Komitetu_Wyzwolenia_Narodowego_z_dnia_21_sierpnia_1944_r._o_trybie_powo%C5%82ania_w%C5%82adz_administracji_og%C3%B3lnej_I-ej_i_II-ej_Instancji
456cc322d6be3c0a682c2532288ed82eead0b78a6696400049b3de5bc403d6c5	"""Wówczas, gdy siedział zadumany, rozdarł to milczenie krzyk przerażający."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
456d065b5b3b3156feb8f7d13326eaca58a4a0cad940f06a4a5e8c0a3a625e6d	"""Po chwili wrócił z doniesieniem, że książe prosi."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
45899b72340c0c0c32d2ce3ad77e8e264258b8662cf06f91391425c83f23b43e	Znany muzyk Jarosław P. został zatrzymany przez policję.		I have created these sentences myself and to the extent possible under law, I have dedicated all copyright and related and neighboring rights to these sentences to the public domain worldwide, using the the CC0 Public Domain Dedication (https://creativecommons.org/publicdomain/zero/1.0/).
458b6ad4809bb1b4ea4f8bb47fb5a28934510ede52f0259bdbe4eb031c771c08	"""Przyłóżże waćpan teraz jego uczynek do swojego i poznaj różnicę."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
458bc33f8294186430cf71cfc989e8a8503196d2775a6349fc4c550270c5df7f	"""Jak ona patrzy na tego osła..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
45987f94eb7a900bf68190143df2d7957e5eb4f7f5e6e1a3c48bcfc24faecc57	"""Graby od deszczu lśniły się i czerniały, jak stal."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
45998742334bb21a228875d3d5340c847be5b0bfabe4ec0cc424939fe6e69b8a	"""Nareszcie dojechali do równiejszej płaszczyzny lodowej."""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
459bbcca197272d7e070fbfa27d60c961ea7c7f364b47618493b32b06774d67a	"""Zatęskniłbyś wnet za swobodą."""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
459cb74466ada2b1f35475ec3e6c14fd4478b84471a862ed168d30ccc7e95b42	"""Wychodzę z tego domu, jak i wszedłem... jeno że nie powrócę więcej."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
45a3d5f38fe0a6786437e36609594fbbb54100f748268605faa23ac855bbb773	"""Nie myślę darmo tracić mego fluidu...   Wokulski opuścił magnetyzera wcale niezadowolony."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
45aea4bfc0f0bcd752fa0bee6d866ba5e1b01f4c7b496b54c8377150e72d1ed0	"""Jegomość w okularach poznaje, że źle trafił i cofa się skonsternowany."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
45b3c14ba2a69f0c7ac06e83b8b67476137f1c58c3589a2edc7f145878b40afb	"""Więc twarz ku niebu podnosząc zuchwałą,  Wołałam: teraz nie boję się Ciebie!"""		https://pl.wikisource.org/wiki/Boska_Komedia_(Stanis%C5%82awski)/ca%C5%82o%C5%9B%C4%87
45b5897684dd74ce81c93937456b18402c8c4d6c4a526739bb3c96a1826aaed3	"""Ale przywiązania jak moje, chyba pani nie znajdzie."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
45b6690723d6dadc71d6c20d8a59e870459797e14419b6e46e0ad3e4afc99eb8	"""Bo choćbym nawet dosięgnął jej, czy ja jej kiedy uwierzę?..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
45bee62a359ddba234f4dfe6318b47034e04ccf95b835f16ee1b14d11947f525	"""I miłe światło oczu mu nie pieści."""		https://pl.wikisource.org/wiki/Boska_Komedia_(Stanis%C5%82awski)/ca%C5%82o%C5%9B%C4%87
45c07a0bcb23b14e83e3d50618506e5b99d9608db9f81e1eee5213e41f120a6e	"""Część zgromadzenia wróciła do salonu."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
45c714d61c6ba51c96b889f2526a86fd34e1377e596ff1b7f4fb2dfdba67f843	"""„Gdzie mnie tam do kochania!"""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
45c7e303aa19e3055c53c0216d50edaeb1ada19e11bb72de992b64d75903729b	"""Panna Izabela zerwała się z fotelu."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
45cbdeb9ead59212b7e8f5c0eddbca364598f34cf8be808ed48e22e6fd380b32	"""Szlachty zjechało się wreszcie do piętnastu tysięcy."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
45cf43bc27a4e131a4c6c1efe04b1cbaa896e4835dcb16a028fde0693066d8fd	"""Bóg nie dał skonać i choć mi jeszcze ciężko, alem wrócił."""		https://pl.wikisource.org/wiki/Krzy%C5%BCacy/ca%C5%82o%C5%9B%C4%87
45d0c414fad97d6936943bd4c2979e5dd077fc958d621c80c83083104c4c3abd	"""Nastąpiły wielkie oklaski, gdy pan Weller usiadł, złożywszy kluczyk na stole."""		https://pl.wikisource.org/wiki/Ma%C5%82e_kobietki
45d58b9e5283c32f61991e6c8512223e8e14ac0602fa7be5696b79c0df40b574	"""Otóż spadł tu na mnie jeszcze jeden sklep z jego właścicielką, wdową."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
45e1a9c07aadb780b73caab2550f9dd525c04a7d6b6ff9ad24da28db0f4a6a1a	"""Imię jego zasłynęło wkrótce złowrogo."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
45e578e670214ad6d75a7565d1072612c5097c37d8368c6c0f1542e2942f2926	"""Był to Wiktor w towarzystwie owego złego szwajcara i dzieci."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
45eaae540d72e7c55f00ddffec90acf710aed175142cb2f0797e99adba8d972a	"""Nawet od młodego można się czegoś nauczyć!"""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
45f8407f16ed3b30b49aef87305e573e7d7f0ff0ac6c38789b595cb4a92d6dbf	"""Minęła noc, ranek."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
45f912cd207328722e5dc9f9cd5a85703ce91dfd0b6fb7e6c55be6d0fbc00c65	"""Niemka nie mogłaby mnie urodzić!..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
45fd71990032564df13f5aa10ff8c40266a9312f098e33f2bd263d886381d332	"""Z pośród tych zachwycających cudzoziemek, kilka należało do ciała dyplomatycznego."""		https://pl.wikisource.org/wiki/Defilada
460660d8be550b2c0d5715395541b15e668974f744e80ae324ecd64a37f8c782	"""Na Matkę Najświętszą, mało i tego, co ich spotkało!"""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
460c355a3a624f782750ee0244cabf96657360cd4cc3f993de713df034766b9d	"""Na głowie miał cudną koronę i jasne skrzydła u ramion."""		https://pl.wikisource.org/wiki/Czerwony_Kapturek_i_inne_bajki/ca%C5%82o%C5%9B%C4%87
460d8e5532877c1a438366da9a9c9cb1c110e4c4787757334fbe0495b1b57fe4	"""Dotychczas bowiem miał tylko jeden cel: zbliżyć się do panny Izabeli."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
461847dd9cf54511df01df9d98326378da7bd49a4b3ac447c8b335e268e7cb49	"""Już są między nimi i tacy, co o Napoleonie nie słyszeli."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
4618670ed54fdd2cad76e4562c0a0477a9508489839368cc1332409a193b4ba6	"""No i cóż?..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
462729f5c52921c40fca72af52c941d5d14d9adda5cc4a24325bcf6a7ed17ecf	"""Zróbże pan dobry wybór!..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
462c9e6413b44feda2fc8911afd9a7a36a0ad1df1e39df78199e4916a6520ced	"""Czasem wyjedzie, znowu wraca..."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
462d23a3c006647a1529e11e01e483841f29ea4ca41223ae80284940c02019ff	"""widoczna już z tego listu nowa wojna!"""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
4632875af282a1dacf9afeb33ee60f0d6b40c6d644e9d19fb8f77748573a7cc4	"""Plenipotent lubił towarzystwo tych osób i był lubiany."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
4635adb4a2a00da497dfa12fa38ea5b9a6561fc133f9e4a71776376ed5f1910c	"""„On nam podał tę myśl,“ odezwał się Antoś."""		https://pl.wikisource.org/wiki/Benvenuto_Cellini_(1893)/Tom_III
463966b505fc818d9982064e53cd63b38b2d1e418bf24733a2639d9b2be23280	"""Król z królową w przepysznym powozie jechali do teatru."""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
463af86674c8fe387795c615cafde7ce47a3049985aec58877fa51a9ce8f698d	"""Koniecznie namawia Wokulskiego, ażeby z nim jechał."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
46435631534876ef0a9550d48cfedb196417bc2177080b9a559ffda51de99022	"""Na piętrze omnibusu, dążącego w stronę Vincennes, wpadł w głębokie i misterne rozmyślania."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
46458a32312c3ac6bf4c2aeec343a4eb83998c4bd0d8ebc2b2238e4f8925c58d	"""W czasie święta wszyscy zbieraliśmy się na górę i zasiadaliśmy do jednego stołu."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
464afdc20ccc06426faa2ebdb9375800afddd70c6456059d089169526b95f17e	"""Ratuj mnie Jędrzeju!"""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
464d672eb4e85ec716c37911a41342f84a6b48b31f37b860eb38c6687376be72	"""Pociągnijcie teraz za lewy sznurek!"""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
46520e5e04a564015a503d9bdb690b44cfa9cb2b0ecc7352760d13914fd20fd7	"""Nie bardzo daleko."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
4652bb21a8bddb4e6e8fb113f18151fed8bfecd6304b429ff90cf6917cfe9662	"""Ciągle stał jej przed oczyma obraz, jakiegoś francuskiego malarza, przedstawiający pojedynek."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
466a43f55bfaf490d7adb84b831cd39bc4d80673a3c2980edd5c6a00f8c46849	"""Ruszty szczękają i drżą."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
466dae4eb6b3bcfda263a8e92ec6cf48f272d44aa38dee273bf1aa687d7c826b	"""Towarzystwo chciało się zabawić w wolanta w wielkiej sali nowego pałacu."""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
4672a3946da0ceb7dacf015d017f111a52778796eafee8fe6a420268ff6a9a8d	"""Były dnie upalne, że aż język zasychał."""		https://pl.wikisource.org/wiki/Kr%C3%B3l_Maciu%C5%9B_na_wyspie_bezludnej/ca%C5%82o%C5%9B%C4%87
467497630f06a09aab42adc1bba6d73a66564829a0e3d782691fa03a9daa5f06	Okres panowania Aleksandra wyznacza granicę między dwiema epokami historii starożytnej.		https://pl.wikipedia.org/wiki/Aleksander_Macedo%C5%84ski
4679ab53bfadb3778eee63da2108d5b1749f6df8c3924342b3985e3a35a1be11	"""Pływa w powietrzu..."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
467c4c7d27e5eeb67ac7843cbdaa5de6c91bce4c357ebe745cf6e0ceb3e451fa	"""To chwilowe osłabienie, które już przeszło."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
46836bfb26027783ecba9f03ef88e37411c65a3f2e0d5de8beddd098df36c67a	"""Nie wszystko się wydało."""		https://pl.wikisource.org/wiki/Kr%C3%B3l_Maciu%C5%9B_na_wyspie_bezludnej/ca%C5%82o%C5%9B%C4%87
4689e4270ed78ce88c2b9a5b87e3b6b253f62e15e638937a62c57ff1fb93d29d	"""Wtedy w środek jego stawiają przyrząd, który ma wybić otwór, doskonale okrągły."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
468bb658185d3d7a4482a84991188de8d541e9c0981e1f010cc0955d4f8d587f	"""Złe niewątpliwie jest tylko jedno: krzywda bliźniego."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
468cda3e7032a9573044a8020527143cf1cd70c5ce43f4d2b1882de771ad61d9	"""T. T. proszę nie zapomnieć o ręczniczku Amelki."""		https://pl.wikisource.org/wiki/Ma%C5%82e_kobietki
468e26401c764cb6f7a2ba11ed751385749cb2cb3094dc839840bdcc708e4601	"""Irritabile genus, jak słusznie mówią."""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
469374a8c58c3b9e0b2813f9acffc1db6561c46e9710f661b7b5478cd857697c	"""Ścisk, upał, kurzawa!..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
469a0d339014daf4ac760ead0ceef443b70a9186d7368b19282dc5830a0efe5a	"""Judym nabrał przekonania, że nie dąży w kierunku Cisów."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
46a0bd9bb2b9079b9ef36f55112cf39cdb9a1129386fb1fd6964fe9d7681a906	Poczęliśmy się przysłuchiwać.		https://pl.wikisource.org/wiki/Dama_kameliowa/VIII
46a429b6a35e4fbe1bc0ba52208b0b85abf3816f9fa0c5098302666f19791cf1	"""Ach, ten jedwabny szelest sukien..."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
46ac212fb382e4e939dfd034a25a0c7b1cdba660ec16d75b46671772f1498ea2	"""I nie obawiasz się scen zazdrości?"""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
46afc0211bb4a7463e2437811b1b85d414423b1252bab879c979dbfd4c49cac1	"""Tonął oczyma w Paryżu."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
46b1c1d375560d70a9a09c8f912f0cff8c176e0ad588a42b098913441050a35e	"""Jesteś pan nieoceniony!..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
46b44cd8f253444c3973779b68108ad77e48a28b17aed6b54c5a6897b3269d30	"""Naokoło był wielki spokój."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
46b7af1bfe9808abad8d83ae209f2917f59c7ae6b5d4d6715dc341ea1baf4112	"""Tak, jak nadchodzi, czy też tak, jak się w słowie zmienia?"""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
